,Project,Attribute,W/ C Mean,W/O C Mean,W/ C Kurtosis,W/O C Kurtosis,W/ C Normal Kurtosis,W/O C Normal Kurtosis,W/ C Anderson-Darling,W/O C Anderson-Darling,W/ C Normal Anderson-Darling,W/O C Normal Anderson-Darling,Inconsistencies,Test,P-value,Effect Size,Delta,Meaning
0,<all>,Branching-duration,18.527283798192993,6.258406241260307,0.0,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0,Cliff's Delta,-0.302314051227934,small
1,<all>,Total-duration,19.713451933329722,7.266085592324451,0.0,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0,Cliff's Delta,-0.2651948331200184,small
2,<all>,Commits B1,252.9090296874123,73.51075072664696,0.0,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0,Cliff's Delta,-0.24491526382871717,small
3,<all>,Commits B2,81.07194567596386,9.762286110401693,0.0,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0,Cliff's Delta,-0.5277859729453053,large
4,<all>,Committers B1,21.307817498176103,8.522741921753195,0.0,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.323334645752322,No,-,-
5,<all>,Committers B2,9.398058252427184,2.0101426538728155,0.0,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0,Cliff's Delta,-0.4793569875328251,large
6,<all>,Changed Files B1,425.43627588529097,100.79561457915284,0.0,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0,Cliff's Delta,-0.29339334824268126,small
7,<all>,Changed Files B2,166.30254223020373,21.43159181290817,0.0,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0,Cliff's Delta,-0.5691367544394172,large
8,atom,Branching-duration,20.645372340425535,5.198125661842614,1.540044454844442e-115,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.5056760513870563e-23,Cliff's Delta,-0.3169559372441814,small
9,atom,Total-duration,21.205691489361712,5.748005647723281,1.7805327360031537e-115,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,3.864441749098454e-19,Cliff's Delta,-0.2833653145676713,small
10,atom,Commits B1,64.90159574468085,39.98976350158842,9.068775276010877e-149,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,8.522954509153875e-09,Cliff's Delta,-0.18196164504960533,small
11,atom,Commits B2,138.1090425531915,15.036357218496294,1.1687747744631692e-123,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,4.1142902849832045e-69,Cliff's Delta,-0.5452306028493965,large
12,atom,Committers B1,3.7367021276595747,3.9569361101306035,5.214832819239785e-128,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,5.281337697097287e-12,Cliff's Delta,0.20861090040630562,small
13,atom,Committers B2,8.867021276595745,2.057183198023297,2.3303164797390643e-102,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,5.771201764927959e-113,Cliff's Delta,-0.5921068936771035,large
14,atom,Changed Files B1,27.10372340425532,20.186374867631486,1.1462709342585637e-94,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,3.5968834888601284e-14,Cliff's Delta,-0.23926125226246892,small
15,atom,Changed Files B2,56.86702127659574,15.38722202612072,8.345130290831067e-78,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,5.747594088307286e-72,Cliff's Delta,-0.5602276738439816,large
16,ghost,Branching-duration,10.311111111111108,2.0674512987013034,7.227440645939743e-17,0.0,False,False,8.553172705357056e-17,3.7e-24,False,False,False,Mann-Whitney,2.1880435070073455e-06,Cliff's Delta,-0.46018217893217894,medium
17,ghost,Total-duration,12.564999999999998,2.6977759740259746,2.388284224468105e-13,0.0,False,False,1.6067371715523388e-18,3.7e-24,False,False,False,Mann-Whitney,2.109596981240772e-05,Cliff's Delta,-0.4133297258297258,medium
18,ghost,Commits B1,40.0,7.205627705627705,1.0606895561348221e-15,0.0,False,False,1.1107486678052026e-15,3.7e-24,False,False,False,Mann-Whitney,2.246048633776942e-06,Cliff's Delta,-0.454740860990861,medium
19,ghost,Commits B2,19.61111111111111,1.2673160173160174,4.686686961610989e-09,0.0,False,False,7.62439730840446e-11,3.7e-24,False,False,False,Mann-Whitney,7.289420115255212e-76,Cliff's Delta,-0.8091029341029341,large
20,ghost,Committers B1,6.861111111111111,3.3836580086580086,7.990910428027478e-15,0.0,False,False,4.3631694224419344e-14,3.7e-24,False,False,False,Mann-Whitney,0.0013774693735099193,Cliff's Delta,-0.30400733525733525,small
21,ghost,Committers B2,4.555555555555555,1.0367965367965368,0.005149291605999406,0.0,False,False,1.0387395793148752e-06,3.7e-24,False,False,False,Mann-Whitney,1.7573041324005403e-101,Cliff's Delta,-0.6810666185666185,large
22,ghost,Changed Files B1,139.72222222222223,24.147186147186147,8.534086238641497e-05,0.0,False,False,1.066614746079968e-08,3.7e-24,False,False,False,Mann-Whitney,1.198082433903875e-10,Cliff's Delta,-0.6249849687349688,large
23,ghost,Changed Files B2,39.02777777777778,4.805194805194805,1.5705549475011087e-11,0.0,False,False,2.9206012586414276e-11,3.7e-24,False,False,False,Mann-Whitney,1.2875200345022797e-17,Cliff's Delta,-0.811026936026936,large
24,serverless,Branching-duration,19.659259259259276,7.779935525467457,5.825590331092539e-49,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,9.11394236023809e-10,Cliff's Delta,-0.2920298334009918,small
25,serverless,Total-duration,20.34691358024691,8.661818181818186,7.142163774734726e-49,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.0917993460784491e-07,Cliff's Delta,-0.25324561612977686,small
26,serverless,Commits B1,16.530864197530864,27.555125725338492,2.8071076936371297e-43,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0013536158610156384,Cliff's Delta,0.15188528309095686,small
27,serverless,Commits B2,87.16666666666667,11.032882011605416,9.469884619301173e-50,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,6.788932896129492e-42,Cliff's Delta,-0.6280933845945667,large
28,serverless,Committers B1,2.271604938271605,6.604771115409413,7.921965456054618e-47,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.6498585423433907e-19,Cliff's Delta,0.4115106940166042,medium
29,serverless,Committers B2,15.895061728395062,2.736943907156673,2.334627156472079e-44,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.3547708291375064e-54,Cliff's Delta,-0.6079590228526399,large
30,serverless,Changed Files B1,22.006172839506174,31.342359767891683,3.3144113146103276e-41,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.13420786270430773,No,-,-
31,serverless,Changed Files B2,92.6604938271605,13.910380399742102,7.045178964206131e-38,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.4312524174707044e-48,Cliff's Delta,-0.6875293518319523,large
32,babel,Branching-duration,16.49034188034189,4.2171840659340765,1.0066217634998888e-40,8.165308930927e-184,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.9051116239993962e-11,Cliff's Delta,-0.3862355593124824,medium
33,babel,Total-duration,21.191452991452987,5.305563186813195,5.989451684656373e-37,3.3733107754942516e-173,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,3.176639193853623e-11,Cliff's Delta,-0.3819620550389781,medium
34,babel,Commits B1,56.495726495726494,17.292582417582416,6.49556839809577e-28,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,3.561148668649596e-21,Cliff's Delta,-0.5401638959331267,large
35,babel,Commits B2,18.128205128205128,3.09478021978022,7.139682079184544e-28,4.13953553868852e-309,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,6.130626924712662e-30,Cliff's Delta,-0.5997933690241383,large
36,babel,Committers B1,5.965811965811966,4.043956043956044,3.672432431111351e-39,7.534216384739604e-251,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0015567956232952049,Cliff's Delta,-0.17365220249835633,small
37,babel,Committers B2,3.8974358974358974,1.2747252747252746,1.991085258115936e-41,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,9.691737469690666e-44,Cliff's Delta,-0.5071029397952476,large
38,babel,Changed Files B1,446.96581196581195,121.61950549450549,1.0753903876010394e-24,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,8.782693942164434e-11,Cliff's Delta,-0.37273410350333425,medium
39,babel,Changed Files B2,170.05128205128204,23.49587912087912,6.883328662475445e-46,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,4.101071363548049e-21,Cliff's Delta,-0.5342467361698131,large
40,webpack,Branching-duration,13.239315589353616,5.460024783147474,4.257980900092628e-61,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.3276240778248707e-26,Cliff's Delta,-0.40794662671208676,medium
41,webpack,Total-duration,14.289581749049434,6.755867410161096,1.4765600743775042e-60,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,8.622051680492622e-20,Cliff's Delta,-0.34965675811930774,medium
42,webpack,Commits B1,164.11406844106463,25.796158612143742,6.186573710546768e-25,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.6734851987071566e-18,Cliff's Delta,-0.33530043676763677,medium
43,webpack,Commits B2,62.258555133079845,4.162949194547708,1.5199137901556373e-63,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,7.68667767410412e-108,Cliff's Delta,-0.7930489396487954,large
44,webpack,Committers B1,7.258555133079848,4.480793060718711,2.718417626313264e-24,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.016901394760945817,Cliff's Delta,-0.0882911407315269,negligible
45,webpack,Committers B2,9.11787072243346,1.3940520446096654,2.8782135479553343e-57,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.024182012813624e-144,Cliff's Delta,-0.7416875156072578,large
46,webpack,Changed Files B1,342.851711026616,52.05762081784387,3.4893471065207215e-12,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,6.900144168865206e-25,Cliff's Delta,-0.3945844582338003,medium
47,webpack,Changed Files B2,136.2889733840304,10.715613382899628,9.902514641551329e-45,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,5.863464388001301e-91,Cliff's Delta,-0.7573795826442582,large
48,bootstrap,Branching-duration,17.00390946502062,7.682478111914709,4.440553503948709e-141,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,6.137498237971104e-12,Cliff's Delta,-0.19600429850821086,small
49,bootstrap,Total-duration,19.416934156378627,8.494967643700004,1.1947245938281977e-134,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,7.198290270148802e-09,Cliff's Delta,-0.16497405073304916,small
50,bootstrap,Commits B1,62.946502057613166,28.302245907879712,7.3611782008232e-115,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0054541580110273585,Cliff's Delta,-0.0779159441131272,negligible
51,bootstrap,Commits B2,37.56378600823045,4.578226113437381,2.2641159776751418e-94,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,6.272654560146559e-104,Cliff's Delta,-0.5471794172889635,large
52,bootstrap,Committers B1,6.761316872427984,5.491054434716407,6.099984539735021e-131,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,8.90881480470309e-07,Cliff's Delta,0.12967192544657333,negligible
53,bootstrap,Committers B2,6.6234567901234565,1.651313285116102,6.4904412980156215e-83,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,6.041345799637338e-94,Cliff's Delta,-0.411515584442032,medium
54,bootstrap,Changed Files B1,59.3724279835391,29.35820327369623,5.230535577269046e-77,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,6.66320908006436e-14,Cliff's Delta,-0.21317796669909347,small
55,bootstrap,Changed Files B2,36.650205761316876,6.492196421773887,3.2478123287136716e-84,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.4933377030427678e-129,Cliff's Delta,-0.6632414887500959,large
56,svelte,Branching-duration,15.971555555555543,3.1704515418502237,6.796233984240162e-21,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.00010890694257403555,Cliff's Delta,-0.24701419481155165,small
57,svelte,Total-duration,16.479000000000003,3.879372246696038,1.1155289129045666e-20,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.00255139782792101,Cliff's Delta,-0.1926089084679393,small
58,svelte,Commits B1,9.633333333333333,9.081497797356828,6.485801991679109e-24,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.8154157629320407,No,-,-
59,svelte,Commits B2,44.522222222222226,3.9658590308370045,3.784785991129468e-25,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.866800998878575e-22,Cliff's Delta,-0.5805433186490455,large
60,svelte,Committers B1,1.9222222222222223,2.8777533039647576,6.809116270794288e-23,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,6.0056885419590486e-05,Cliff's Delta,0.23213411649534998,small
61,svelte,Committers B2,7.144444444444445,1.4691629955947136,3.331738921212803e-27,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.828738732724346e-24,Cliff's Delta,-0.44278022515907983,medium
62,svelte,Changed Files B1,75.04444444444445,35.72797356828194,3.758852071130306e-28,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0005865926758748093,Cliff's Delta,-0.21915075868820363,small
63,svelte,Changed Files B2,122.05555555555556,16.3215859030837,1.1047625985001508e-25,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.526956938125888e-24,Cliff's Delta,-0.6491556534508076,large
64,react,Branching-duration,18.989090909090905,6.027353643966564,3.6303541185070693e-06,0.0,False,False,2.0231413227253676e-09,3.7e-24,False,False,False,Mann-Whitney,4.411072575316961e-07,Cliff's Delta,-0.44543553817747367,medium
65,react,Total-duration,20.00909090909091,6.636290322580662,8.198720187824726e-06,0.0,False,False,3.0040466603731327e-09,3.7e-24,False,False,False,Mann-Whitney,1.3237828768144544e-06,Cliff's Delta,-0.426564027370479,medium
66,react,Commits B1,507.70454545454544,26.103345280764636,3.4385771142107405e-16,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.675082168841508e-05,Cliff's Delta,-0.3687140219398284,medium
67,react,Commits B2,32.22727272727273,2.5448028673835124,1.0216059987647739e-10,0.0,False,False,1.1971553386364223e-15,3.7e-24,False,False,False,Mann-Whitney,1.5199866680458943e-24,Cliff's Delta,-0.6550043445204735,large
68,react,Committers B1,81.79545454545455,8.92831541218638,2.4755490919456094e-16,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.02100232953116154,Cliff's Delta,-0.20116487455197132,small
69,react,Committers B2,7.159090909090909,1.1810035842293907,7.448400075883596e-11,0.0,False,False,6.633652388527744e-19,3.7e-24,False,False,False,Mann-Whitney,4.924808781043124e-38,Cliff's Delta,-0.42492125556641686,medium
70,react,Changed Files B1,478.47727272727275,51.34647550776583,7.957099798800614e-15,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.5040138194888087e-06,Cliff's Delta,-0.4147116324535679,medium
71,react,Changed Files B2,91.04545454545455,6.149940262843488,2.8597296862089094e-05,0.0,False,False,2.9286249686966393e-14,3.7e-24,False,False,False,Mann-Whitney,1.8574680086019656e-18,Cliff's Delta,-0.7322825024437928,large
72,brackets,Branching-duration,19.83870149253733,6.8299618411638265,7.937320065795661e-232,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,4.2599773975213456e-20,Cliff's Delta,-0.22056270044957657,small
73,brackets,Total-duration,20.749656716417913,7.630889577867883,1.8730110079092884e-231,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,6.159600205016065e-18,Cliff's Delta,-0.20731140386785366,small
74,brackets,Commits B1,24.98805970149254,36.64106844741235,1.3859138369130965e-257,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.1504947145930154e-14,Cliff's Delta,0.18484930463352212,small
75,brackets,Commits B2,130.86716417910446,14.545671357023611,3.418586195381009e-171,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,4.2007782920091447e-178,Cliff's Delta,-0.6694953565110294,large
76,brackets,Committers B1,2.4686567164179105,5.87550679704269,7.82297132560766e-251,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,9.44180352576541e-79,Cliff's Delta,0.4326692319466346,medium
77,brackets,Committers B2,12.397014925373135,2.7326496541855474,3.612740639975088e-138,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.9251566816768666e-228,Cliff's Delta,-0.6554791034097341,large
78,brackets,Changed Files B1,33.950746268656715,43.784641068447414,8.877049776220882e-249,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.008559501604745369,Cliff's Delta,0.06303825494516448,negligible
79,brackets,Changed Files B2,111.5044776119403,17.800620081087526,8.55637349807149e-170,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,4.820073423070857e-177,Cliff's Delta,-0.6700673830940693,large
80,meteor,Branching-duration,11.551355013550134,9.740469522240533,3.7142972574161774e-75,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,4.3072359178152426e-11,Cliff's Delta,-0.226351999928566,small
81,meteor,Total-duration,13.622005420054206,12.149967051070838,1.0994349662550077e-96,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.8834418699198672e-06,Cliff's Delta,-0.16361063116397226,small
82,meteor,Commits B1,118.27371273712737,68.24052718286656,4.9534586840495393e-48,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,6.038242122110646e-19,Cliff's Delta,-0.30477536241589764,small
83,meteor,Commits B2,63.9159891598916,20.187808896210875,7.780984165555986e-74,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,5.178830226654465e-49,Cliff's Delta,-0.5003527053392445,large
84,meteor,Committers B1,5.848238482384824,5.056013179571664,4.259130447435795e-76,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,6.430788588872683e-05,Cliff's Delta,-0.1338873932396655,negligible
85,meteor,Committers B2,5.495934959349594,2.627677100494234,1.0328184086624396e-74,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.650678314880041e-39,Cliff's Delta,-0.4200787559770161,medium
86,meteor,Changed Files B1,113.10840108401084,70.2166392092257,3.864277490617968e-45,7.097442782933743e-307,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,4.029429905821573e-15,Cliff's Delta,-0.2694155360005,small
87,meteor,Changed Files B2,68.63685636856368,23.630971993410213,1.1795261988200593e-81,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,9.086431314793566e-50,Cliff's Delta,-0.5064737055937281,large
88,libgdx,Branching-duration,12.85466666666666,7.9281164021164265,1.2433443472450815e-24,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,9.588703873060034e-05,Cliff's Delta,-0.24303350970017637,small
89,libgdx,Total-duration,13.916222222222226,8.843984126984143,2.8083601933009095e-24,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0001425654281514961,Cliff's Delta,-0.23699588477366254,small
90,libgdx,Commits B1,26.355555555555554,21.825396825396826,1.1219152913601371e-23,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.5875745803981345,No,-,-
91,libgdx,Commits B2,45.144444444444446,7.477777777777778,2.712314169795423e-22,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,9.78110331066502e-13,Cliff's Delta,-0.4234685479129924,medium
92,libgdx,Committers B1,4.455555555555556,4.813227513227513,2.3128382510439103e-21,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.1915138186486781,No,-,-
93,libgdx,Committers B2,7.233333333333333,2.3455026455026453,3.571680255453888e-26,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.403472193268077e-16,Cliff's Delta,-0.4138800705467372,medium
94,libgdx,Changed Files B1,57.03333333333333,79.70899470899471,1.2398591084623742e-19,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.020968751121565203,Cliff's Delta,-0.14315108759553205,negligible
95,libgdx,Changed Files B2,166.45555555555555,35.93280423280423,1.2394252426524118e-20,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,8.479557148931267e-19,Cliff's Delta,-0.5408348030570252,large
96,realm,Branching-duration,6.945775127768317,2.3232452574525815,1.3305421664498236e-164,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.56895179384591e-30,Cliff's Delta,-0.3224205112579235,small
97,realm,Total-duration,7.803918228279386,3.1122764227642308,3.95782596232509e-161,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.011686754662726e-27,Cliff's Delta,-0.307486507573764,small
98,realm,Commits B1,16.202725724020443,8.84959349593496,2.30464918922247e-165,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.6172560491987752e-08,Cliff's Delta,-0.15729006523455352,small
99,realm,Commits B2,18.797274275979557,4.873306233062331,6.272150840343675e-143,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,5.189326628795424e-94,Cliff's Delta,-0.5547326214318361,large
100,realm,Committers B1,1.776831345826235,2.1978319783197833,1.9995332486037964e-107,3.8384977778555425e-163,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,3.492286836486907e-06,Cliff's Delta,0.11479527061028703,negligible
101,realm,Committers B2,3.1277683134582626,1.4776422764227641,3.574087228435169e-52,5.625641694372055e-255,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,7.881126525009405e-92,Cliff's Delta,-0.48658952092076285,large
102,realm,Changed Files B1,42.59965928449744,24.046747967479675,5.340468345162601e-179,1.3766309991458163e-271,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,3.712072745023913e-12,Cliff's Delta,-0.195377026172306,small
103,realm,Changed Files B2,42.85689948892674,12.892953929539296,1.8116467579458326e-96,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,5.754679055287706e-86,Cliff's Delta,-0.551312770367908,large
104,druid,Branching-duration,7.199210526315785,4.190473933649296,5.960899244022552e-17,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.002252344662795778,Cliff's Delta,-0.2075152335815843,small
105,druid,Total-duration,9.911842105263156,5.258490182802974,1.215004622987449e-15,0.0,False,False,4.615547181633744e-22,3.7e-24,False,False,False,Mann-Whitney,1.2853583270979885e-06,Cliff's Delta,-0.3289295513665681,small
106,druid,Commits B1,15.486842105263158,13.293838862559241,6.771715765207828e-22,0.0,False,False,4.112070754200356e-17,3.7e-24,False,False,False,Mann-Whitney,0.0008414623618970602,Cliff's Delta,-0.22464633146848162,small
107,druid,Commits B2,21.026315789473685,7.0399458361543665,4.28151435541197e-17,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,4.8954468177881983e-17,Cliff's Delta,-0.50915796600506,large
108,druid,Committers B1,1.868421052631579,3.3290453622207177,7.810741527117282e-18,3.095003886503559e-238,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0003184360409440831,Cliff's Delta,0.23263728040480347,small
109,druid,Committers B2,2.5526315789473686,1.4346648612051456,3.424388711647064e-14,2.2208929531885312e-284,False,False,1.2981818506745786e-14,3.7e-24,False,False,False,Mann-Whitney,1.9662391595992512e-20,Cliff's Delta,-0.4275736735202936,medium
110,druid,Changed Files B1,76.0,68.34055517941773,2.6641187559227752e-11,0.0,False,False,7.593799080877041e-22,3.7e-24,False,False,False,Mann-Whitney,2.4719002162545752e-05,Cliff's Delta,-0.2861329864946727,small
111,druid,Changed Files B2,101.90789473684211,19.86729857819905,1.210295173052272e-07,0.0,False,False,5.164297771664822e-16,3.7e-24,False,False,False,Mann-Whitney,2.6345778896574306e-19,Cliff's Delta,-0.6039357873356377,large
112,rxjava,Branching-duration,14.94961538461539,6.008257668711659,1.3510996293968963e-22,1.3467483323765047e-171,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0003228820239712458,Cliff's Delta,-0.24623249960673274,small
113,rxjava,Total-duration,16.43230769230769,7.526404907975471,1.8189699850503017e-22,1.5408335647280877e-160,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.027504244616337624,Cliff's Delta,-0.15093597608935033,small
114,rxjava,Commits B1,39.12820512820513,11.141104294478527,3.8506619739459773e-22,5.614561089104552e-150,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,5.505928627585812e-07,Cliff's Delta,-0.34053798961774423,medium
115,rxjava,Commits B2,11.551282051282051,3.3337423312883434,1.7795636586591208e-27,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.00014656998636028478,Cliff's Delta,-0.2244454931571496,small
116,rxjava,Committers B1,3.923076923076923,3.057668711656442,4.982109076201997e-13,7.088868348764439e-117,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.9198316414422688,No,-,-
117,rxjava,Committers B2,2.1153846153846154,1.2380368098159509,2.4976725279481897e-21,4.434231655849773e-281,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,4.7145666944473513e-07,Cliff's Delta,-0.17926694981909705,small
118,rxjava,Changed Files B1,58.64102564102564,25.467484662576688,6.995303097054288e-16,1.5046799481373307e-267,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,3.771857801197141e-06,Cliff's Delta,-0.3159666509359761,small
119,rxjava,Changed Files B2,15.615384615384615,7.390184049079755,4.496691611612322e-22,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.0193295732132977e-12,Cliff's Delta,-0.47368255466414977,medium
120,pinpoint,Branching-duration,5.483214285714285,1.847698898408811,1.8491219252415138e-11,0.0,False,False,8.882590473112364e-10,3.7e-24,False,False,False,Mann-Whitney,0.0008739534313247399,Cliff's Delta,-0.3694264731596433,medium
121,pinpoint,Total-duration,6.174285714285715,2.373194614443081,1.89029939472647e-11,0.0,False,False,4.412790797174281e-09,3.7e-24,False,False,False,Mann-Whitney,0.0007013532389830752,Cliff's Delta,-0.3762895611120825,medium
122,pinpoint,Commits B1,5.178571428571429,7.957160342717258,3.3810223384440883e-12,7.249413775968247e-215,False,False,3.965666851209276e-11,3.7e-24,False,False,False,Mann-Whitney,0.6139163722992929,No,-,-
123,pinpoint,Commits B2,19.357142857142858,2.5458996328029375,5.735571693564287e-14,0.0,False,False,8.715886482680821e-15,3.7e-24,False,False,False,Mann-Whitney,6.646905731424651e-18,Cliff's Delta,-0.7816926036020283,large
124,pinpoint,Committers B1,1.3928571428571428,2.339045287637699,9.62517217363262e-10,2.014807415278035e-65,False,False,4.380462476083093e-19,3.7e-24,False,False,False,Mann-Whitney,0.0014426109974803288,Cliff's Delta,0.32335198461269454,small
125,pinpoint,Committers B2,3.2142857142857144,1.3096695226438189,0.02398344106713772,1.1319512962958576e-152,False,False,0.00995169080625285,3.7e-24,False,False,False,Mann-Whitney,3.2688714268173346e-21,Cliff's Delta,-0.6392288861689106,large
