,Project,Attribute,W/ C Mean,W/O C Mean,W/ C Kurtosis,W/O C Kurtosis,W/ C Normal Kurtosis,W/O C Normal Kurtosis,W/ C Anderson-Darling,W/O C Anderson-Darling,W/ C Normal Anderson-Darling,W/O C Normal Anderson-Darling,Inconsistencies,Test,P-value,Effect Size,Delta,Meaning
598,vagrant,Changed Files B1,114.94,54.06306990881459,2.0458843132815295e-19,5.184165371766528e-236,False,False,3.259503058376538e-17,3.7e-24,False,False,False,Mann-Whitney,0.010789840162131541,Cliff's Delta,-0.21200607902735563,small
599,vagrant,Changed Files B2,30.58,5.161854103343465,5.222949330214658e-16,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.0022314902012576e-14,Cliff's Delta,-0.6103951367781155,large
600,diaspora,Branching-duration,7.905487528344674,2.690802014723016,3.0284290434126285e-133,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.356656378954912e-18,Cliff's Delta,-0.25985990418380966,small
601,diaspora,Total-duration,8.303129251700689,3.217466098411513,9.52463536412486e-132,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,6.458402908904717e-12,Cliff's Delta,-0.20435486605852468,small
602,diaspora,Commits B1,92.15873015873017,27.67958155753584,3.468268531259611e-54,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.1171532205235102e-37,Cliff's Delta,-0.37550089130318276,medium
603,diaspora,Commits B2,15.893424036281179,4.099573808601317,7.666220130667525e-143,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.9940174198321206e-12,Cliff's Delta,-0.18923390097353676,small
604,diaspora,Committers B1,8.784580498866212,4.075552111584657,4.894729042295069e-31,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,4.063475229801606e-27,Cliff's Delta,-0.30474310349220407,small
605,diaspora,Committers B2,2.7369614512471654,1.4168926772568773,2.8617532023846958e-120,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,4.6123114275573006e-10,Cliff's Delta,-0.12623295476010374,negligible
606,diaspora,Changed Files B1,205.09750566893425,74.26152654010073,1.4250805549632527e-34,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,3.564483898100983e-38,Cliff's Delta,-0.3836829578790059,medium
607,diaspora,Changed Files B2,31.249433106575964,11.311119721038358,2.9927432445246665e-149,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.0301793268877241e-21,Cliff's Delta,-0.28221320815553397,small
608,fastlane,Branching-duration,13.364574468085106,2.9112132629992526,1.5784815218150497e-25,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.8051308515845429e-13,Cliff's Delta,-0.4537510622264266,medium
609,fastlane,Total-duration,15.039255319148939,4.313805576488316,3.8281712601026347e-25,1.035168499481809e-262,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.3272454251846624e-12,Cliff's Delta,-0.43714024595552275,medium
610,fastlane,Commits B1,14.861702127659575,8.90881688018086,5.4696269063282265e-36,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,7.861051097771121e-07,Cliff's Delta,-0.2926293511199474,small
611,fastlane,Commits B2,22.28723404255319,2.6495855312735492,8.356506995926331e-19,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,9.055322721500725e-38,Cliff's Delta,-0.700107425163142,large
612,fastlane,Committers B1,2.0531914893617023,3.1137905048982666,8.631500542021663e-42,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,3.081982197731952e-05,Cliff's Delta,0.22176081065914158,small
613,fastlane,Committers B2,5.4787234042553195,1.2607385079125848,4.116521815892873e-31,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.1715501423278829e-38,Cliff's Delta,-0.5116003142586862,large
614,fastlane,Changed Files B1,24.97872340425532,12.221552373775433,3.4430773370553965e-26,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,8.37828714578661e-09,Cliff's Delta,-0.3488752425082974,medium
615,fastlane,Changed Files B2,29.03191489361702,3.8311981914091935,2.6743476805788594e-30,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,4.718541962285214e-31,Cliff's Delta,-0.6728823614295564,large
616,brew,Branching-duration,15.180000000000001,2.4475093555093586,0.004797354924242131,0.0,False,False,0.008012804876112478,3.7e-24,False,False,False,Mann-Whitney,1.638480645874938e-07,Cliff's Delta,-0.6627066627066627,large
617,brew,Total-duration,16.11380952380953,2.948681912681918,0.002396471793472286,0.0,False,False,0.006670918397797625,3.7e-24,False,False,False,Mann-Whitney,1.4519933344780482e-06,Cliff's Delta,-0.6097614097614098,large
618,brew,Commits B1,11.047619047619047,13.85987525987526,0.019203107599796102,0.0,False,False,1.2271672829037246e-06,3.7e-24,False,False,False,Mann-Whitney,0.5434660040808201,No,-,-
619,brew,Commits B2,76.95238095238095,2.2686070686070687,0.010039215150691895,0.0,False,False,0.030774618236507498,3.7e-24,False,False,False,Mann-Whitney,1.4936430542860575e-19,Cliff's Delta,-0.8959310959310959,large
620,brew,Committers B1,1.619047619047619,3.6024948024948027,1.0444022448325914e-11,0.0,False,False,2.87129697701791e-14,3.7e-24,False,False,False,Mann-Whitney,0.00019518472376863668,Cliff's Delta,0.4570834570834571,medium
621,brew,Committers B2,12.571428571428571,1.1268191268191268,0.05510185683168472,0.0,True,True,0.1413985032300127,3.7e-24,True,True,False,Unpaired T test,2.9112793850611303e-05,Cohen's D,-7.683844511895553,large
622,brew,Changed Files B1,6.428571428571429,35.77089397089397,1.3920515275009466e-07,0.0,False,False,1.4067054690554058e-06,3.7e-24,False,False,False,Mann-Whitney,0.0932731373794478,No,-,-
623,brew,Changed Files B2,147.1904761904762,7.511018711018711,0.0002880113476517219,0.0,False,False,0.009102124581761947,3.7e-24,False,False,False,Mann-Whitney,2.1017000618060793e-12,Cliff's Delta,-0.834095634095634,large
624,spree,Branching-duration,13.998434782608705,7.689063275434271,2.464387740922826e-33,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,6.349768527214658e-07,Cliff's Delta,-0.277602761894487,small
625,spree,Total-duration,15.221043478260869,10.432369727047119,1.4569519045604537e-33,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0003806364670888966,Cliff's Delta,-0.19806343726399828,small
626,spree,Commits B1,150.2086956521739,21.870347394540943,3.6901253047984385e-53,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,3.077837773996239e-09,Cliff's Delta,-0.3273762002373503,small
627,spree,Commits B2,33.87826086956522,4.48697270471464,1.0285432847424042e-28,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.3915422003001253e-41,Cliff's Delta,-0.6575736325385694,large
628,spree,Committers B1,11.4,4.041563275434243,2.607873722429476e-48,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.8627236612103049,No,-,-
629,spree,Committers B2,5.730434782608696,1.4280397022332507,1.1227824066278663e-24,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.414076760873058e-44,Cliff's Delta,-0.48108749595425615,large
630,spree,Changed Files B1,301.62608695652176,47.45657568238214,4.453615841427945e-53,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.8146215123287053e-15,Cliff's Delta,-0.4390225482792103,medium
631,spree,Changed Files B2,162.7478260869565,15.471464019851117,1.4778634987334944e-16,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,3.3935715940052604e-40,Cliff's Delta,-0.7218901715395404,large
632,fog,Branching-duration,37.19299999999999,9.084194630872494,7.37306061656302e-36,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,9.395976715321952e-11,Cliff's Delta,-0.3526938851603281,medium
633,fog,Total-duration,40.53641666666669,10.814837807606255,1.3402313907048378e-34,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,7.217058505866295e-11,Cliff's Delta,-0.3548611111111111,medium
634,fog,Commits B1,82.80833333333334,36.32326621923937,3.6093925762286267e-53,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.0012561335849243416,Cliff's Delta,-0.17450130499627142,small
635,fog,Commits B2,100.36666666666666,10.423937360178972,9.739715562525382e-35,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,4.046680733663945e-32,Cliff's Delta,-0.6019062266964952,large
636,fog,Committers B1,10.9,7.167785234899329,7.406793404833738e-48,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.014459879995488837,Cliff's Delta,0.1278010812826249,negligible
637,fog,Committers B2,15.891666666666667,2.267337807606264,3.4545928839362084e-32,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,5.633717704244803e-41,Cliff's Delta,-0.4971523117076808,large
638,fog,Changed Files B1,255.66666666666666,122.97651006711409,1.6872786837671739e-37,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,3.266603476639457e-05,Cliff's Delta,-0.22587155108128262,small
639,fog,Changed Files B2,356.4916666666667,32.85123042505593,4.675829657760004e-26,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.2207227550791691e-28,Cliff's Delta,-0.595884601043997,large
640,jekyll,Branching-duration,67.42403846153849,13.70481296758105,4.4790916564358496e-23,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,3.563382620484321e-18,Cliff's Delta,-0.5131082550035169,large
641,jekyll,Total-duration,72.77701923076924,16.62972568578555,4.832579802216161e-22,3.594336289393179e-308,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,7.660088705760725e-17,Cliff's Delta,-0.4921270541594731,large
642,jekyll,Commits B1,63.73076923076923,24.554447215295095,1.1913563371551666e-25,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.15427064940161656,No,-,-
643,jekyll,Commits B2,86.5576923076923,4.798836242726517,4.2289896285150875e-32,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,6.279930624763682e-21,Cliff's Delta,-0.5171126670503229,large
644,jekyll,Committers B1,10.182692307692308,5.820448877805486,2.3091454574898356e-28,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,0.08605071508686661,No,-,-
645,jekyll,Committers B2,13.76923076923077,1.5295095594347465,6.210080304937753e-32,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,1.1663849965205295e-47,Cliff's Delta,-0.5077930174563591,large
646,jekyll,Changed Files B1,33.65384615384615,18.374064837905237,9.750945253750454e-19,3.733275875115097e-212,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,2.0568171616084174e-05,Cliff's Delta,-0.2508232623569282,small
647,jekyll,Changed Files B2,42.93269230769231,4.2202826267664175,6.076813593009103e-27,0.0,False,False,3.7e-24,3.7e-24,False,False,False,Mann-Whitney,3.5520847310136484e-28,Cliff's Delta,-0.6173188822814758,large
